Karmn,Name,GJ,RA_J2016_deg,DE_J2016_deg,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,R_Rsol,eR_Rsol,Ref04,M_Msol,eM_Msol,Massflag,Ref05,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref06,pi_mas,epi_mas,Ref07,d_pc,ed_pc,Ref08,Vr_kms-1,eVr_kms-1,Ref09,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref10,sa_m/s/a,esa_m/s/a,Ref11,SKG,Ref12,Pop,Ref13,vsini_flag,vsini_kms-1,evsini_kms-1,Ref14,P_d,eP_d,Ref15,pEWHalpha_A,epEWHalpha_A,Ref16,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref17,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref18,Activity,Ref19,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref20,u_mag,eu_mag,Ref21,BT_mag,eBT_mag,Ref22,B_mag,eB_mag,Ref23,BP_mag,eBP_mag,Ref24,g_mag,eg_mag,Ref25,VT_mag,eVT_mag,Ref26,GG_mag,eGG_mag,Ref27,V_mag,eV_mag,Ref28,Ra_mag,Ref29,r_mag,er_mag,Ref30,RP_mag,eRP_mag,Ref31,i_mag,ei_mag,Ref32,IN_mag,Ref33,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2MASS,Ref34,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref35,Multiplicity,Comp,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref36,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref37,CloseCompanionSpT,RV,Planet,Ref38,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,RA_J2000,DE_J2000,Ref39,SS,Class,Flags,Notes,Gaia_id_1,Gaia_id_2,2MASS_id
J19457+271,Ross 165 AB,766AB,296.43920329472394,27.120076717549704,63.00602885608962,1.2532232613202963,Gaia2,M4.0 V+,4.0,PMSU,,,,,,,,,,,,,,,,,-46.55,0.11,-1224.93,0.14,Gaia2,94.01,0.08,Gaia2,10.64,0.01,Gaia2,,,,,,,,,,,0.4039503671542537,0.011399146328195409,Wolt17,,,,,,,,,,,,0.19,,PMSU,,,,,,,,,,,,,,,,Flare?,Lip52,,,,,,,,,,,,,,,13.0939,0.0059,Gaia2,13.109,0.0032,PS1,,,,11.4731,0.0014,Gaia2,,,,12.16,UCAC3,12.3345,0.0014,PS1,10.2387,0.0061,Gaia2,10.8565,0.0138,PS1,9.67,US-B1,7.998,0.032,7.41,0.016,7.144,0.02,AAA,2M,6.892,0.054,6.749,0.021,6.651,0.017,6.608,0.065,AAAA,WISE,Resolved Physical,AB,,,,,,,KUI95,1.40,0.10,Dor11,M6.0 V,,No,,0,,,,(FastCam),19:45:45.49,+27:07:31.8,2M,SX,Delta,B..,# WDS LMP43 fake+,2028065934962125184,2028065934962124928,19454548+2707318
J19457+323,LP 337-003,4122,296.459294822589,32.387980236680406,67.5818057058691,3.8721771579331237,Gaia2,M1.0 V,1.0,PMSU,,,,,,,,,,,,,0.43040776,0.010211298,,Karmn,394.36,0.05,197.99,0.08,Gaia2,72.73,0.04,Gaia2,13.75,0.01,Gaia2,-16.6,1.0,Giz02,-28.09,0.38,-5.17,0.92,-16.94,0.07,CC19,0.061743051139795065,2.7505701903095416E-4,Wolt17,,,YD,CC19,<,4.0,,Rein12,,,,0.401,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,12.574,0.227,TYC2,12.369,0.01,UCAC4,11.1112,8.0E-4,Gaia2,11.638,0.01,UCAC4,11.196,0.089,TYC2,9.9794,5.0E-4,Gaia2,10.858,0.01,UCAC4,10.32,UCAC3,10.289,0.01,UCAC4,8.9543,7.0E-4,Gaia2,9.341,0.01,UCAC4,9.81,US-B1,7.572,0.02,7.03,0.024,6.774,0.021,AAA,2M,6.535,0.068,6.483,0.024,6.476,0.016,6.321,0.058,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,(FastCam) [WD15],19:45:49.69,+32:23:13.2,2M,S3,Beta,..f,#WDS HDS2807 no cpm.,2034628782438989440,,19454969+3223132
J19463+320,BD+31 3767A,767A,296.60205774576156,32.01537574827402,67.31862694680535,3.581562237138428,Gaia2,M0.5 V,0.5,PMSU,,,,,,,,,,,,,,,,,464.71,0.05,-391.46,0.05,Gaia2,71.75,0.03,Gaia2,13.94,0.01,Gaia2,,,,,,,,,,,0.11863012796591348,9.50335514987461E-4,Wolt17,,,,,<,4.0,,Rein12,,,,0.42,0.15,Schf15,,,,,,,,,,,,,,,,,,,,,,,,,,12.046,0.128,TYC2,11.269,0.01,UCAC4,10.3901,0.001,Gaia2,10.579,0.01,UCAC4,10.379,0.043,TYC2,9.3034,5.0E-4,Gaia2,9.814,0.01,UCAC4,9.61,UCAC4,9.353,0.01,UCAC4,8.3004,0.0012,Gaia2,8.332,0.01,UCAC4,8.53,US-B1,6.883,0.032,6.215,0.02,6.041,0.017,AAA,2M,4.814,0.142,4.951,0.045,5.283,0.012,5.323,0.033,BAAA,WISE,Wide,A,KAM3,5675,17,Cor16,J19464+320,,,,,,,,No,,0,,CAFE,TCP,FastCam (FCam) [WD15],19:46:23.86,+32:01:02.1,2M,SX,Delta,J..,,2034581091118259328,,19462386+3201021
J19464+320,BD+31 3767B,767B,296.6033741900207,32.01425615142352,67.3182141255456,3.5800359001565845,Gaia2,M2.5 V,2.5,Kir91,,,,,,,,,,,,,,,,,483.05,0.09,-416.86,0.1,Gaia2,71.77,0.06,Gaia2,13.93,0.01,Gaia2,,,,,,,,,,,0.11863013011200034,9.503355321789789E-4,Wolt17,,,,,=,2.9,0.3,Hou10,,,,0.4,0.09,Schf15,,,,,,,,,,,,,,,,,,,,,,,,,,12.296,0.174,TYC2,11.269,0.01,UCAC4,11.3991,0.0019,Gaia2,11.1059,0.0575,PS1,11.145,0.087,TYC2,10.1172,0.0013,Gaia2,9.814,0.01,UCAC4,9.597,UCAC3,9.9506,0.001,PS1,9.039,0.0015,Gaia2,8.5288,0.2164,PS1,9.97,US-B1,7.323,0.037,6.64,0.051,6.481,0.034,AAA,2M,,,,,,,,,,,Wide,B,KAM3,5675,17,Cor16,J19463+320,,,,,,,,No,,0,,CAFEbis,TCP,FastCam [WD15],19:46:24.15,+32:00:58.6,2M,SX,Delta,J..,,2034581091118257920,,19462414+3200585
J19468-019,2MASS J19465050-0157397,,296.7109613968859,-1.9611286283752298,37.565474265316084,-13.211604856181632,Gaia2,M3.0 V,3.0,Reid07,,,,,,,,,,,,,0.4534952,0.011329317,,Karmn,113.75,0.62,-27.06,0.52,Gaia2,43.51,0.37,Gaia2,22.98,0.2,Gaia2,-118.99,1.21,Gaia2,-95.95,0.94,-69.9,0.72,15.16,0.3,CC19,0.0055037300709418376,2.680853528568014E-4,Wolt17,,,TD,CC19,,,,,,,,0.43,0.1,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.558,0.01,UCAC4,12.3822,0.0013,Gaia2,12.817,0.01,UCAC4,,,,11.0784,0.0017,Gaia2,12.126,0.01,UCAC4,11.846,UCAC4,11.533,0.01,UCAC4,9.9953,0.0012,Gaia2,10.289,0.01,UCAC4,9.96,US-B1,8.512,0.021,7.999,0.031,7.749,0.023,AAA,2M,7.588,0.031,7.422,0.019,7.377,0.019,7.175,0.131,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:46:50.51,-01:57:39.7,2M,S2,Beta,..f,,4234960284989103744,,19465050-0157397
J19470+352,LSPM J1947+3516,,296.76377145226786,35.28210652002066,70.22551762284196,5.094334204453589,Gaia2,M2.0 V,2.0,Lep13,,,,,,,,,,,,,0.5515963,0.013388086,,Karmn,-115.45,0.05,-117.59,0.05,Gaia2,30.23,0.03,Gaia2,33.08,0.03,Gaia2,-14.46,0.35,Gaia2,18.46,0.12,-22.56,0.33,5.21,0.04,CC19,0.016426488627975334,3.6864309612508173E-4,Wolt17,,,D,CC19,,,,,,,,-0.43,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,0.01,UCAC4,12.5015,0.0016,Gaia2,12.983,0.01,UCAC4,,,,11.3142,8.0E-4,Gaia2,12.257,0.01,UCAC4,11.846,UCAC3,11.643,0.06,UCAC4,10.2662,0.0016,Gaia2,10.632,0.01,UCAC4,10.2,US-B1,8.839,0.019,8.145,0.029,7.931,0.02,AAA,2M,7.808,0.024,7.824,0.02,7.729,0.017,7.812,0.143,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:47:03.46,+35:16:57.5,2M,,Gamma,..F,,2047568831694975232,,19470346+3516575
J19486+359,G 125-034,,297.1703314601591,35.92021570915081,70.94632066350484,5.126299013355118,Gaia2,M3.5 V,3.5,Lep13,,,,,,,,,,,,,0.23160312,0.0055929176,,Karmn,54.03,0.06,-288.06,0.06,Gaia2,74.43,0.04,Gaia2,13.44,0.01,Gaia2,23.0,6.0,Terr15,21.22,1.95,18.06,5.65,-10.06,0.54,CC19,0.028186405227425097,0.0011505294410930995,Wolt17,,,D,CC19,,,,,,,,-0.55,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.728,0.02,UCAC4,13.3622,0.0032,Gaia2,13.875,0.01,UCAC4,,,,11.8095,5.0E-4,Gaia2,13.099,0.01,UCAC4,12.824,UCAC3,12.469,0.03,UCAC4,10.6135,0.002,Gaia2,11.034,0.01,UCAC4,10.15,US-B1,8.909,0.027,8.332,0.021,8.097,0.02,AAA,2M,7.93,0.024,7.766,0.02,7.653,0.017,7.484,0.103,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:48:40.81,+35:55:17.8,2M,,Gamma,..F,,2047690533883897856,,19484080+3555178
J19500+325,LP 338-002,4124,297.512875,32.584805555555555,68.19954572024793,3.202549919859088,Min15,M2.5 V+,2.5,PMSU,,,,,,,,,,,,,,,,,419.9,0.4,239.0,0.2,Gal15,58.8,3.4,vAl95,17.01,0.98,vAl95,,,,,,,,,,,0.09123098873856944,0.005277027652427194,Wolt17,,,,,,,,,,,,0.09,0.15,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.034,0.01,UCAC4,,,,13.172,0.01,UCAC4,,,,,,,12.398,0.01,UCAC4,12.09,UCAC3,11.806,0.02,UCAC4,,,,10.587,0.01,UCAC4,9.23,US-B1,8.647,0.021,8.054,0.023,7.841,0.017,AAA,2M,7.54,0.025,7.439,0.019,7.417,0.017,7.684,0.143,AAAB,WISE,Resolved Physical,AB,,,,,,,JOD18,378,,Jod13,,,No,,0,,,,(FastCam) (Astralux),19:50:02.53,+32:35:01.3,2M,SX,Delta,B.f,#,,,19500252+3235012
J19502+317,LP 338-004,4125,297.5671017384423,31.78487717500574,67.53227794994037,2.7576330588765425,Gaia2,M2.5 V,2.5,PMSU,,,,,,,,,,,,,0.48976478,0.012789057,,Karmn,141.88,0.86,336.08,0.86,Gaia2,30.14,0.48,Gaia2,33.18,0.53,Gaia2,-7.0,15.0,Haw96,-55.37,5.77,14.94,13.85,7.23,0.9,CC19,0.07911977171822464,0.002467187288595124,Wolt17,Hya,Shk12,D,CC19,<,8.0,,Gil18,,,,,,,,,,J195016.0+314651,0.138,0.0185,-0.21,0.12,0.3,0.19,9.93,1.33,14.89,2.39,1RXS*,,,,,,,,,,,,,,14.427,0.02,UCAC4,13.1815,0.0016,Gaia2,13.5608,0.0023,PS1,,,,11.9539,0.0048,Gaia2,12.904,0.01,UCAC4,12.625,UCAC3,12.325,0.018,CMC15,10.7148,0.0017,Gaia2,11.09,0.01,UCAC4,10.34,US-B1,9.178,0.02,8.606,0.016,8.325,0.017,AAA,2M,8.162,0.023,8.012,0.02,7.936,0.02,7.778,0.115,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:50:15.93,+31:46:59.9,2M,,Gamma,..F,#>=1200Ma Shk09.,2033777996642886528,,19501592+3146598
J19510+104,omi Aql B,768.1B,297.75399080899155,10.410570174323865,49.129397926682564,-8.198342807521794,Gaia2,M3.5 V,3.5,PMSU,,,,,,,,,,,,,0.3539645,0.0094927335,,Karmn,264.38,0.09,-116.08,0.07,Gaia2,51.18,0.06,Gaia2,19.54,0.02,Gaia2,3.0,5.0,New14,-2.64,3.24,1.19,3.74,-26.76,0.71,CC19,0.03410017973038838,2.0027205221642656E-4,Wolt17,,,D,CC19,,,,,,,,,,,,,,,0.01239494,0.0013818751,,,,,3.47,0.39,3.98,0.45,HRI/ROSAT,,,,,,,,,,,,,,,,,13.2469,0.0064,Gaia2,13.5957002639771,0.00104400003328919,PS1,,,,11.761,7.0E-4,Gaia2,,,,13.001,UCAC3,12.3924999237061,0.0430569984018803,PS1,10.5664,0.0031,Gaia2,10.8404998779297,0.0109470002353191,PS1,,,8.888,0.029,8.301,0.042,8.012,0.034,AAA,2M,7.7,0.024,7.539,0.022,7.466,0.02,6.606,0.082,AAAA,WISE,Wide,B,J124,22.10\\8.9,0.10\\0.2,Dor11 Cor14,omi Aql A\\omi Aql C,F8.0 V,,,,,,HARPS,No,,0,,,TCP,(FastCam) [Rid15],19:51:00.68,+10:24:40.1,2M,,Gamma,..F,,4303294035005560704,,19510068+1024400
J19511+464,G 208-042,1243,297.78998165201807,46.484536733812874,80.44174128981751,9.949937454641056,Gaia2,M4.0 V,4.0,PMSU,3278.0,51.0,5.1,0.07,-0.11,0.16,Schw19,0.007182,1.05E-4,0.2626,0.008395,Schw19,0.2531,0.0125,,Schw19,183.29,0.07,266.02,0.07,Gaia2,83.48,0.04,Gaia2,11.98,0.01,Gaia2,-12.942199897514737,0.06014518030363629,Lafa20,-20.08,0.02,-9.23,0.06,-3.93,0.01,CC19,0.028836386707736313,9.214306193548653E-4,Wolt17,IC,CC19,YD,CC19,=,22.1,0.9,Fou18,0.59278,1.2E-4,DA19,-4.46,0.03,Schf19,-3.7347,0.002899999963119626,Schf19,J195109.4+462854,0.098,0.012,-0.25,0.11,-0.27,0.18,6.85,0.84,5.95,0.88,1RXS,RV-loud,Sade20,,,,,,,,,,,,14.61,0.03,UCAC4,13.1684,0.0026,Gaia2,13.683,0.05,UCAC4,,,,11.5509,7.0E-4,Gaia2,12.961,0.19,UCAC4,12.552,UCAC4,12.357,0.12,UCAC4,10.3313,0.0012,Gaia2,11.112,0.25,UCAC4,10.35,US-B1,8.586,0.023,8.045,0.02,7.773,0.016,AAA,2M,7.568,0.03,7.417,0.02,7.295,0.017,7.177,0.075,AAAA,WISE,Single,-,,,,,,,,,,,,CARMENES,No,,0,,CAFE,,FastCam,19:51:09.31,+46:28:59.9,2M,S1,Alpha-,,,2080285727861817088,,19510930+4628598
J19512+622,G 260-035,,297.79875401352126,62.28766164632551,94.86228101324873,17.2765991906035,Gaia2,M2.0 V,2.0,Lep13,,,,,,,,,,,,,0.57952565,0.014091172,,Karmn,-159.83,0.08,242.22,0.11,Gaia2,34.09,0.03,Gaia2,29.34,0.03,Gaia2,-17.13,0.45,Gaia2,-18.34,0.05,-28.31,0.43,28.02,0.14,CC19,0.054492628613772666,0.001426378229908178,Wolt17,,,D,CC19,,,,,,,,-0.56,,Lep13,,,,,,,,,,,,,,,,,,,,20.177,0.16,GALEX,15.495,0.006,SDSS9,14.09,0.507,TYC2,13.094,0.07,UCAC4,11.8682,0.0025,Gaia2,12.403,0.08,UCAC4,11.922,0.17,TYC2,10.7426,7.0E-4,Gaia2,11.703,0.13,UCAC4,11.166,UCAC3,11.086,0.02,UCAC4,9.7193,0.0018,Gaia2,10.135,0.09,UCAC4,10.03,US-B1,8.348,0.02,7.652,0.02,7.488,0.016,AAA,2M,7.332,0.042,7.322,0.019,7.285,0.016,7.298,0.082,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:51:12.06,+62:17:11.8,2M,,Gamma,..F,,2241125999619972480,,19511205+6217117
J19535+341,LP 282-007,4127,298.38636668042227,34.142253385031864,69.91425395267395,3.367549946255252,Gaia2,M1.5 V,1.5,PMSU,,,,,,,,,,,,,0.55354047,0.01344257,,Karmn,16.81,0.04,227.78,0.05,Gaia2,37.14,0.03,Gaia2,26.93,0.02,Gaia2,-28.43,0.39,Gaia2,-34.5,0.13,-18.42,0.37,11.35,0.03,CC19,0.032482334271070175,5.069466714128399E-4,Wolt17,HS,CC19,YD,CC19,,,,,,,,0.45,0.18,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,12.789,0.257,TYC2,13.062,0.01,UCAC4,11.8652,0.0012,Gaia2,12.342,0.016,APASS9,11.874,0.173,TYC2,10.7369,4.0E-4,Gaia2,11.632,0.01,UCAC4,11.107,UCAC3,11.021,0.014,APASS9,9.7087,7.0E-4,Gaia2,10.047,0.009,APASS9,10.91,US-B1,8.329,0.024,7.668,0.016,7.472,0.02,AAA,2M,7.272,0.03,7.324,0.02,7.257,0.019,7.412,0.105,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:53:32.71,+34:08:28.2,2M,,Gamma,..F,,2035294983392947200,,19533270+3408282
J19539+444E,GJ 1245 C,1245C,298.4818579432316,44.412972907657775,78.85875673071523,8.505773276643628,Gaia2,M5.5 V,5.5,AF15a,,,,,,,,,,,,,,,,,350.51,0.14,-480.12,0.16,Gaia2,214.53,0.08,Gaia2,4.661,0.002,Gaia2,,,,,,,,,,,0.04128017653813306,9.467675914333337E-4,Wolt17,,,,,=,7.0,0.6,Bro10,0.71,0.01,Mor10,-4.4,1.0,AF15a,,,,,,,,,,,,,,,,Flare?,Whit89,,,,,,,,,,,,15.111,0.018,APASS9,14.3534,0.0032,Gaia2,14.7473,0.0122,PS1,,,,11.919,6.0E-4,Gaia2,13.052,0.082,APASS9,13.584,UCAC3,13.4884,0.026,PS1,10.5115,0.0025,Gaia2,11.3485,0.406,PS1,,,8.275,0.026,7.728,0.031,7.387,0.018,AAA,2M,7.117,0.138,6.93,0.064,6.793,0.023,6.655,0.093,BAAA,WISE,Wide,C,GIC159,6454,27,Cor16,J19539+444W,,,,,,,,No,,0,CAFOS,,TCP,FastCam,19:53:55.09,+44:24:55.0,2M,SX,Delta,J..,#,2079073928612821760,,19535508+4424550
J19539+444W,V1581 Cyg AB,1245AB,298.4796704063084,44.41239192892343,78.85745934347442,8.506837635131612,Gaia2,M5.5 V+,5.5,AF15a,,,,,,,,,,,,,,,,,441.56,1.14,-434.24,1.03,Gaia2,213.13,0.57,Gaia2,4.69,0.01,Gaia2,,,,,,,,,,,0.041737558011581494,3.9888299381316515E-4,Wolt17,,,,,=,22.0,0.8,Fou18,0.263241,,Har11,-5.1,1.0,AF15a,,,,,,,,,,,3.07,,1.28,,ACIS/Chandra,Flare?,Ger99,,,,,,,,,,,,15.106,0.02,UCAC4,13.7469,0.0042,Gaia2,13.996,0.02,UCAC4,,,,11.4663,0.0024,Gaia2,13.126,0.07,UCAC4,13.327,UCAC4,12.801,0.0,CMC15,10.0352,0.0027,Gaia2,10.323,0.21,UCAC4,,,7.791,0.023,7.194,0.016,6.854,0.016,AAA,2M,6.703,0.162,6.394,0.057,6.259,0.016,6.109,0.06,BAAA,WISE,Wide + Resolved Physical,AB,GIC159,6454,27,Cor16,J19539+444E,,MCY3,615,48,Cor16,,,No,,0,CAFOS,,TCP,FCam (FCam) [LuckyCam],19:53:54.43,+44:24:54.2,2M,SX,Delta,B..,,2079073928612819840,,19535443+4424541
J19540+325,G 125-043,4128,298.5119873291379,32.565484715366765,68.61293557928502,2.468549192776524,Gaia2,M2.0 V,2.0,PMSU,,,,,,,,,,,,,0.63969296,0.015765637,,Karmn,173.32,0.1,160.59,0.09,Gaia2,21.64,0.05,Gaia2,46.21,0.12,Gaia2,-57.13,0.32,Gaia2,-66.86,0.15,-34.44,0.3,-16.93,0.1,CC19,0.030852042357695945,5.838779240898548E-4,Wolt17,,,D,CC19,,,,,,,,0.3,0.19,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7189,0.002,Gaia2,13.1081,0.022,PS1,,,,11.4905,0.0011,Gaia2,,,,12.089,UCAC3,11.877,0.036,CMC15,10.4139,0.0014,Gaia2,10.8016,0.0678,PS1,10.01,US-B1,8.946,0.026,8.273,0.021,8.062,0.023,AAA,2M,7.914,0.025,7.894,0.019,7.823,0.023,7.876,0.171,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:54:02.64,+32:33:52.8,2M,,Gamma,..F,,2034291094904356224,,19540264+3233528
J19546+202,TYC 1624-397-1,,298.6563254785127,20.218210317722203,58.08860263283544,-4.000442202708063,Gaia2,M0.0 V,0.0,Lep13,,,,,,,,,,,,,0.5962196,0.01473434,,Karmn,-38.09,0.04,-62.76,0.04,Gaia2,36.47,0.04,Gaia2,27.42,0.03,Gaia2,-47.85,0.14,Gaia2,-17.13,0.07,-45.56,0.12,3.4,0.01,CC19,0.003460422653867775,1.23516221667805E-4,Wolt17,,,D,CC19,,,,,,,,-0.51,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.132,0.129,TYC2,12.132,0.99,UCAC4,11.0603,0.0013,Gaia2,13.9247,0.001,PS1,11.06,0.072,TYC2,10.1484,5.0E-4,Gaia2,11.06,0.99,UCAC4,10.279,UCAC3,10.1937,0.3648,PS1,9.2381,9.0E-4,Gaia2,10.8298,0.001,PS1,9.95,US-B1,8.068,0.02,7.476,0.04,7.229,0.023,AAA,2M,7.068,0.04,7.163,0.02,7.084,0.018,6.842,0.073,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:54:37.56,+20:13:06.5,2M,,Gamma,..F,Crowded field+,1826261983123386240,,19543755+2013065
J19558+512,Wolf 1122,9674,298.9732920385609,51.27429926492902,85.08436856078636,11.607507559890038,Gaia2,M1.0 V,1.0,PMSU,,,,,,,,,,,,,0.47268695,0.011724106,,Karmn,472.23,0.06,346.97,0.05,Gaia2,39.4,0.03,Gaia2,25.38,0.02,Gaia2,-47.71,0.64,Gaia2,-67.43,0.06,-35.2,0.62,-38.23,0.14,CC19,0.1993442794697479,0.003629289183739946,Wolt17,,,D,CC19,,,,,,,,0.23,0.14,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.278,0.01,UCAC4,12.1039,0.0017,Gaia2,12.483,0.0,UCAC4,,,,11.001,8.0E-4,Gaia2,11.81,0.03,UCAC4,11.354,UCAC3,11.165,0.09,UCAC4,9.9891,0.0011,Gaia2,10.278,0.04,UCAC4,,,8.658,0.029,8.068,0.029,7.848,0.029,AAA,2M,7.675,0.031,7.618,0.02,7.533,0.017,7.458,0.101,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,(FastCam),19:55:52.85,+51:16:22.0,2M,,Gamma,..F,,2088887447842531584,,19555285+5116220
J19564+591,BD+58 2015B,9677B,299.09995738285767,59.155500673964646,92.2455102451406,15.300151524256545,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.3269405,0.007966426,,Karmn,-431.11,0.06,-107.87,0.07,Gaia2,36.73,0.03,Gaia2,27.23,0.02,Gaia2,16.0,3.0,Terr15,37.96,0.12,5.62,2.89,45.54,0.79,CC19,0.14642515207409146,0.008574687493507647,Wolt17,,,TD-D,CC19,,,,,,,,0.0,0.4,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.991,0.01,UCAC4,13.8006,0.0022,Gaia2,14.197,0.01,UCAC4,,,,12.3928,4.0E-4,Gaia2,13.57,0.01,UCAC4,13.335,UCAC3,13.005,0.01,UCAC4,11.2381,0.0017,Gaia2,11.614,0.07,UCAC4,10.63,US-B1,9.653,0.018,9.155,0.016,8.91,0.022,AAA,2M,8.768,0.023,8.577,0.02,8.486,0.02,8.244,0.127,AAAB,WISE,Wide,B,GIC161,72.80,,,J19565+591,,,,,,,,No,,0,CAFOS,,TCP,,19:56:24.90,+59:09:21.7,2M,,Gamma,..F,,2235729562191515136,,19562490+5909216
J19565+591,BD+58 2015A,9677A,299.13788263959293,59.161197198431104,92.26009698648465,15.285573781687308,Gaia2,M0.0 V,0.0,AF15a,,,,,,,,,,,,,0.6618212,0.016721208,,Karmn,-424.34,1.3,-80.27,1.14,Gaia2,38.37,0.58,Gaia2,26.06,0.39,Gaia2,8.61,1.11,Gaia2,33.21,0.42,-1.41,1.08,42.61,0.75,CC19,0.14431619432826537,0.008410605399085492,Wolt17,,,TD-D,CC19,,,,,,,,0.5,0.1,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,11.424,0.065,TYC2,11.089,0.01,UCAC4,10.1737,0.0016,Gaia2,10.6954,0.0308,PS1,10.12,0.033,TYC2,9.399,8.0E-4,Gaia2,9.938,0.04,UCAC4,9.391,UCAC3,9.389,0.0112,PS1,8.5336,0.0018,Gaia2,8.7558,4.0E-4,PS1,8.8,US-B1,7.423,0.024,6.799,0.016,6.663,0.018,AAA,2M,6.522,0.062,6.517,0.024,6.484,0.019,6.471,0.044,AAAA,WISE,Wide,A,GIC161,72.80,,,J19564+591,,,,,,,,No,,0,CAFOS,,TCP,(FastCam),19:56:34.01,+59:09:42.1,2M,,Gamma,..F,#,2235729901490753792,,19563401+5909421
J19573-125,HD 188807 B,773B,299.3487893028241,-12.56618099239263,28.818438364045008,-20.22861859759726,Gaia2,M5.0 V,5.0,PMSU,,,,,,,,,,,,,0.17193717,0.004185143,,Karmn,-89.27,0.16,-518.03,0.09,Gaia2,56.22,0.1,Gaia2,17.79,0.03,Gaia2,0.0,15.0,Haw96,17.23,12.33,-39.44,6.79,-10.62,5.19,CC19,0.12088685564395821,0.0036975963643285205,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6611,0.0026,Gaia2,16.0498008728027,0.00272700004279613,PS1,,,,13.553,5.0E-4,Gaia2,,,,15.428,UCAC3,14.707200050354,0.00170899997465312,PS1,12.2072,0.0018,Gaia2,12.7845001220703,0.00375299993902445,PS1,12.2,US-B1,10.212,0.023,9.652,0.027,9.318,0.021,AAA,2M,9.127,0.022,8.934,0.02,8.761,0.03,8.565,0.362,AAAC,WISE,Wide,B,LDS4824,62.84,0.29,AS11,HD 188807 A,K7.0 V,,,,,,,No,,0,,,,,19:57:23.81,-12:33:49.9,2M,,Gamma,..F,,4188996885011268608,,19572380-1233499
